"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"wiphawi.pri@rmutto.ac.th","Cs12345678","354310893518-8","วิภาวี","ปริญญ์","0833339107","12/1/2544","ไม่ระบุ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2565"
"rssukhnth.wic@rmutto.ac.th","Cs12345678","725535666087-4","รสสุคนธ์","วิชชุวัฒน์","0926209373","2/5/2548","ไม่ระบุ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"oronngkh.khn@rmutto.ac.th","Cs12345678","231388891114-8","อรอนงค์","คงเดช","0678901714","2/1/2546","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2567"
"srawui.phi@rmutto.ac.th","Cs12345678","792237343168-7","ศราวุฒิ","พีรพงษ์","0602859444","2/1/2546","พุทธ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2565"
"priyya.oak@rmutto.ac.th","Cs12345678","185001349383-7","ปริญญา","อัครวัฒน์","0684719510","7/6/2546","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2567"
"wilasini.pha@rmutto.ac.th","Cs12345678","821130294466-8","วิลาสินี","ภานุพงศ์","0620120943","15-01-2547","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"jiraphr.jak@rmutto.ac.th","Cs12345678","997364932596-7","จิราภรณ์","จักรินทร์","0620160647","15-08-2544","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2567"
"pmphph.wre@rmutto.ac.th","Cs12345678","671454897639-4","ปฐมภพ","วรเมธ","0942327803","17-11-2549","อิสลาม","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2565"
"wrphl.thn@rmutto.ac.th","Cs12345678","958524551220-1","วรพล","ธนวัฒน์","0922714439","11/5/2545","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2567"
"oronngkh.pha@rmutto.ac.th","Cs12345678","344214168905-2","อรอนงค์","ภัทรเดช","0600122726","20-05-2544","พุทธ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2565"
"thiredch.sak@rmutto.ac.th","Cs12345678","859349500504-6","ธีรเดช","ศักดากร","0870698438","14-04-2549","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2565"
"phanuphngs.sup@rmutto.ac.th","Cs12345678","205287397091-1","ภานุพงษ์","ศุภพงษ์","0667348669","1/2/2549","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2566"
"wiphawi.phn@rmutto.ac.th","Cs12345678","365989449221-4","วิภาวี","พงศกร","0856152063","28-02-2548","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2565"
"phirphl.phu@rmutto.ac.th","Cs12345678","578773980276-6","พีรพล","ภูวดล","0611545589","8/4/2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2565"
"suwarinthr.oph@rmutto.ac.th","Cs12345678","431774454250-2","สุวารินทร์","อภิพงษ์","0936500679","15-02-2545","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"wrayya.kit@rmutto.ac.th","Cs12345678","671158553859-8","วรัญญา","กิตติพงษ์","0678938201","9/7/2543","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"pmphph.oph@rmutto.ac.th","Cs12345678","879209651203-2","ปฐมภพ","อภิชาติ","0624960851","22-02-2547","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"suphchay.kit@rmutto.ac.th","Cs12345678","249015479242-1","ศุภชัย","กิตติศักดิ์","0601441538","11/3/2543","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2566"
"ktys.chw@rmutto.ac.th","Cs12345678","365267243691-2","กฤตยศ","ชวลิต","0804406594","14-02-2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2566"
"suwdi.phn@rmutto.ac.th","Cs12345678","612385404847-7","สุวดี","พงศกร","0885210605","24-12-2547","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2567"
"ophirdi.thn@rmutto.ac.th","Cs12345678","541052914890-1","อภิรดี","ธนวัฒน์","0611215467","5/12/2546","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2567"
"ks.cha@rmutto.ac.th","Cs12345678","417512836699-8","กฤษณ์","ชัยวัฒนา","0871127030","17-01-2548","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2567"
"thirphan.sir@rmutto.ac.th","Cs12345678","202082173478-2","ธีรพัฒน์","ศิริชัย","0680361492","6/4/2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"nthi.phn@rmutto.ac.th","Cs12345678","233508378139-0","นที","พงศ์ธร","0809016569","13-11-2543","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"pwia.puw@rmutto.ac.th","Cs12345678","490033485299-5","ปวีณา","ปุณณวิช","0803468041","9/6/2544","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"srawuth.wre@rmutto.ac.th","Cs12345678","137070418239-1","ศราวุธ","วรเกียรติ","0610476403","15-05-2545","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2565"
"piywan.buy@rmutto.ac.th","Cs12345678","689690303085-5","ปิยวัฒน์","บุญญฤทธิ์","0890939976","2/7/2549","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2565"
"suphaphr.kit@rmutto.ac.th","Cs12345678","530775336539-0","สุภาพร","กิตติพงษ์","0602810418","21-10-2545","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2566"
"thnkt.jtu@rmutto.ac.th","Cs12345678","545700936266-5","ธนกฤต","จตุพร","0690117775","8/4/2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2566"
"thipkr.suw@rmutto.ac.th","Cs12345678","179977746748-7","ทีปกร","สุวรรณชัย","0819945983","26-03-2547","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2566"
"jiraphr.cha@rmutto.ac.th","Cs12345678","903663958825-8","จิราภรณ์","ชำนาญ","0932096362","21-07-2544","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2566"
"phirphl.thn@rmutto.ac.th","Cs12345678","962415377048-9","พีรพล","ธนกฤต","0883437045","17-04-2546","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"phirphl.pay@rmutto.ac.th","Cs12345678","969604396904-5","พีรพล","ปัญญา","0884138021","15-05-2545","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"phrethph.eok@rmutto.ac.th","Cs12345678","628495421053-9","พรเทพ","เอกราช","0936814326","24-06-2548","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2566"
"jindaratn.phn@rmutto.ac.th","Cs12345678","686824497357-1","จินดารัตน์","พงศกร","0813573617","1/9/2548","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2566"
"sumitra.wrw@rmutto.ac.th","Cs12345678","623164483274-7","สุมิตรา","วรวิทย์","0619707328","26-06-2548","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2566"
"phirphan.thn@rmutto.ac.th","Cs12345678","821001568893-7","พีรพัฒน์","ธนกฤต","0950354834","13-04-2545","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2566"
"suphaphr.sak@rmutto.ac.th","Cs12345678","176987211061-1","สุภาพร","ศักดากร","0650929343","24-01-2543","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2567"
"jindamiratn.thi@rmutto.ac.th","Cs12345678","427184366360-3","จินดามณีรัตน์","ธีรพงศ์","0627006970","3/4/2546","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2566"
"ophisra.pri@rmutto.ac.th","Cs12345678","100059345533-1","อภิสรา","ปริญญา","0974486085","4/9/2544","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2566"
"kwin.thw@rmutto.ac.th","Cs12345678","653649317366-8","กวิน","ทวีโชติ","0658276249","9/1/2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2565"
"onucha.sir@rmutto.ac.th","Cs12345678","511139273890-6","อนุชา","ศิริชัย","0660332228","4/4/2543","พุทธ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2567"
"kongphph.khu@rmutto.ac.th","Cs12345678","203423434616-7","ก้องภพ","คุ้มวงศ์","0613365469","12/10/2546","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2565"
"suphawdi.oak@rmutto.ac.th","Cs12345678","145724651615-0","สุภาวดี","อัครพล","0631855983","27-04-2545","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","310632951917-6","2565"
"wrakr.kml@rmutto.ac.th","Cs12345678","612980918275-9","วรากร","กมลวัฒน์","0951549351","18-09-2545","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","324668104053-7","2567"
"suwrri.thr@rmutto.ac.th","Cs12345678","130110774024-6","สุวรรณี","ทรัพย์สิน","0605923072","17-03-2545","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2567"
"phirphl.sud@rmutto.ac.th","Cs12345678","819585501053-0","พีรพล","สุดใจ","0951098354","27-12-2543","อิสลาม","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","394068122946-7","2567"
"pithan.wrw@rmutto.ac.th","Cs12345678","151833144821-8","ปณิธาน","วรวิทย์","0820107000","12/11/2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","270944691580-8","2567"
"wrphph.phu@rmutto.ac.th","Cs12345678","615193504701-6","วรภพ","พูนสิน","0919731727","26-03-2546","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2565"
"phathrsuda.tho@rmutto.ac.th","Cs12345678","482479665628-7","ภัทรสุดา","ทองคำ","0850498357","3/7/2549","คริสต์","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ","442463001732-2","2565"
"wiphawi.thn@rmutto.ac.th","Cs12345678","781827946052-1","วิภาวี","ธนกฤต","0636068394","13-11-2547","คริสต์","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2567"
"phachrapha.pha@rmutto.ac.th","Cs12345678","400720692043-3","พัชราภา","ภานุพงษ์","0947445592","5/7/2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2565"
"sirichay.thn@rmutto.ac.th","Cs12345678","112218217160-9","ศิริชัย","ธนกร","0676240526","12/5/2543","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2567"
"kant.pri@rmutto.ac.th","Cs12345678","130793875004-6","กานต์","ปริญญา","0812896807","3/3/2548","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2565"
"onucha.sur@rmutto.ac.th","Cs12345678","999287499395-2","อนุชา","สุรศักดิ์","0952276398","9/4/2545","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","442903467591-2","2567"
"kongekiyrti.tho@rmutto.ac.th","Cs12345678","867274557237-5","ก้องเกียรติ","ทองคำ","0905630539","18-02-2546","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2566"
"suwlaks.sth@rmutto.ac.th","Cs12345678","843810514415-8","สุวลักษณ์","สถิตย์","0844503203","23-06-2546","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","442903467591-2","2566"
"phakhphumi.pri@rmutto.ac.th","Cs12345678","861409294260-2","ภาคภูมิ","ปรีชา","0904896209","18-05-2548","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2566"
"chamnay.phn@rmutto.ac.th","Cs12345678","252725761396-0","ชำนาญ","พงศ์พันธ์","0969051531","24-03-2546","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2567"
"piywdi.pha@rmutto.ac.th","Cs12345678","672772806816-9","ปิยวดี","ภานุพงษ์","0898547474","19-02-2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","442903467591-2","2567"
"ophisra.pri@rmutto.ac.th","Cs12345678","619930990626-7","อภิสรา","ปริญญา","0867784284","26-10-2548","คริสต์","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","144123498531-8","2565"
"kantthida.wrp@rmutto.ac.th","Cs12345678","795198282983-5","กันต์ธิดา","วรพล","0671087907","9/3/2544","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","144123498531-8","2567"
"oisr.rng@rmutto.ac.th","Cs12345678","752443240709-9","อิศร","ณรงค์ศักดิ์","0664819695","2/8/2549","พุทธ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2566"
"darin.phn@rmutto.ac.th","Cs12345678","145488757247-4","ดาริน","พงษ์ศักดิ์","0626433241","15-12-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2566"
"puika.sit@rmutto.ac.th","Cs12345678","672621274017-6","ปุณิกา","สิทธิชัย","0820558802","7/1/2549","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","144123498531-8","2567"
"oaymi.kul@rmutto.ac.th","Cs12345678","879393719899-9","อัญมณี","กุลประเสริฐ","0815316331","26-01-2543","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2567"
"phumiwan.wrw@rmutto.ac.th","Cs12345678","541992674253-4","ภูมิวัฒน์","วรวิชญ์","0696487340","3/9/2545","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2567"
"suwnanth.kit@rmutto.ac.th","Cs12345678","625518794147-3","สุวนันท์","กิตติพงษ์","0661326539","21-02-2543","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2565"
"jintna.sit@rmutto.ac.th","Cs12345678","863851850366-4","จินตนา","สิทธิพงษ์","0692960052","24-11-2544","พุทธ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2566"
"onucha.thn@rmutto.ac.th","Cs12345678","694050836734-3","อนุชา","ธนวัฒน์","0608078527","12/4/2543","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2567"
"jintpha.sit@rmutto.ac.th","Cs12345678","725963326042-9","จินตภา","สิทธิชัย","0666348728","3/6/2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2565"
"ejsa.sur@rmutto.ac.th","Cs12345678","639503496812-3","เจษฎา","สุริยะ","0886660903","22-08-2545","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2565"
"sirichay.kit@rmutto.ac.th","Cs12345678","190833210123-5","ศิริชัย","กิตติพงศ์","0843538100","1/3/2548","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2566"
"suwicha.pha@rmutto.ac.th","Cs12345678","714785202767-2","สุวิชา","ภานุพงษ์","0946263020","1/2/2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2565"
"nanthna.phu@rmutto.ac.th","Cs12345678","346774450810-1","นันทนา","ภูมิวัฒน์","0928434200","20-04-2547","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2566"
"smchay.cha@rmutto.ac.th","Cs12345678","188619513165-1","สมชาย","ชัยมงคล","0917256266","6/2/2548","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2565"
"ophichay.pri@rmutto.ac.th","Cs12345678","363951147635-8","อภิชัย","ปริญญ์","0823967241","15-12-2549","พุทธ","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","950815441310-8","2567"
"pithan.kul@rmutto.ac.th","Cs12345678","956674773638-9","ปณิธาน","กุลประเสริฐ","0633973731","11/7/2545","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","442903467591-2","2565"
"jiraphr.wre@rmutto.ac.th","Cs12345678","468328100512-4","จิราภรณ์","วรเมธ","0957537598","15-04-2546","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2567"
"phrethph.thi@rmutto.ac.th","Cs12345678","440877124795-1","พรเทพ","ธีรเดช","0993297409","27-12-2544","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","722268739363-3","2567"
"pida.suk@rmutto.ac.th","Cs12345678","928933957170-2","ปณิดา","สุขสวัสดิ์","0618501872","22-08-2544","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","442903467591-2","2567"
"onucha.thn@rmutto.ac.th","Cs12345678","650767604188-8","อนุชา","ธนากร","0892566284","18-09-2545","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","ระบบสารสนเทศทางคอมพิวเตอร์-คอมพิวเตอร์ธุรกิจ (2 ปี ต่อเนื่อง)","881928226074-1","2566"
